qfe,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
coa,-1.618024,-1.154945,-0.463144,-0.662314,-1.026531,-1.30822,-0.911378,-0.512923,-1.054718,-0.260996,-0.483461,-3.222759,-0.34058,-7.386092,-0.077536,-0.234759,-0.654589,-0.778645,-0.605281,-5.412015,-3.72233,-0.748121,-1.043789,-3.033621,-0.473061,-0.639055,-0.89194,-1.089524,-0.715042,-1.148293,-0.754137,-0.719732,-0.596435,-1.05478,-0.07353,-0.6769,-0.381853,-0.757651,-0.750038,-0.838754,-0.874592,0.167549,-0.875717,-0.236559,0.008817,-0.113738,-0.946612,-2.362279,-0.463461,-0.532536,-0.787241,-0.090065,-0.813605,-0.965833,-1.538424,-0.670097,-0.856556,-1.052319,-2.0973,-0.7182,-1.331797,-1.003753,-0.475372,-0.784788,-0.760613,-1.309308,-0.802681,-0.621221,-1.157014,-1.023143,-1.583344,-0.696857,-0.910168,-0.771676,-0.877896,-0.907283,-1.383968,-0.789673,-0.755066,-0.458866,-1.007798,-0.439532,-0.942665,-0.536814,-0.780741,-0.403935,-0.074974,-0.635176,-0.637335,-0.44412,-1.012717,-0.283378,-0.309189,-0.43465,-1.042023,-4.613307,-21.639879,-0.878968,-0.829892,-0.953218,-3.056344,-3.133392,-4.604985,-9.947371,-0.728412,-9.966435,-0.673205,-1.18598,-1.102013,-0.847962,-0.698015,1.223527,-1.240008,1.201638,-4.182095,-32.830319,-3.939962,0.099464,-5.276199,0.449066,-0.522842,-1.043512,-31.236408,-1.104142,-1.287745,-0.361806,-0.781769,-0.186584,-0.907623,-0.455579,-0.699376,-0.945529,-0.737528,-0.920781,-0.590582,-0.620748,-0.980237,-0.828268,-0.901627
oil,-1.421846,-0.81894,-0.299659,-0.513813,-0.910727,-1.213986,-0.823632,-0.340659,-0.784924,0.080713,-0.15893,-4.148198,-0.254042,-2.324425,0.168621,0.050525,-0.529838,-0.44233,-0.277473,-3.978424,-0.863603,-0.450548,-0.655506,-1.156297,-0.327428,0.066547,-0.769059,-1.065198,-0.712609,-1.145183,-0.683908,-0.517731,-0.565576,-1.013014,-0.041654,-0.565449,-0.388115,-0.735529,-0.733214,-0.769426,-0.809022,0.202825,-0.631691,-1.713448,0.142858,0.082941,-0.936886,-2.349778,-0.424315,-0.442471,-0.764108,0.051899,-0.620378,-1.033821,-1.622037,-0.612646,-0.890433,-0.947634,-0.811508,-0.817053,-1.302746,-1.033752,-0.779967,-0.847714,-0.890485,-0.954888,-0.791468,-0.6281,-1.573624,-0.831257,-1.485317,-0.894954,-0.917704,-0.798432,-0.99941,-0.882598,-1.349115,-0.741805,-0.796952,-0.395174,-1.08813,-0.541232,-1.05213,-0.663764,-0.739148,-0.513285,0.028278,-0.664314,-0.608176,-0.626743,-1.065025,-0.217418,-0.451521,-0.550962,-0.511572,-0.255695,-0.764133,-0.665479,-0.733753,-0.847001,0.122914,-0.603503,-0.49787,-0.350131,-0.760058,-0.466966,-0.579045,-0.811059,-1.141067,-0.761653,-0.608061,1.529739,-0.446368,1.516458,34.62875,-14.890988,-0.337863,0.364012,-0.762319,1.00304,-0.38325,-0.861433,-1.811321,-0.610369,-0.011382,-0.273109,-2.505233,-0.159661,-0.698763,-1.088147,-0.528781,-1.962099,-0.712007,-0.683167,-0.619337,-0.663973,-0.790396,-0.677832,-0.769386
gas,-1.235984,-0.586549,-0.05891,-0.066044,-0.494807,-1.050441,-0.631031,-0.26461,-0.664407,-0.314083,0.026614,-1.950813,0.027029,-1.004291,0.231797,-0.106536,-0.229735,-0.587718,-1.508059,-0.483023,-1.061419,-0.257849,-0.505829,-1.91365,0.037497,0.103904,-0.640735,-0.963834,-0.574258,-1.010825,-0.605648,-0.397368,-0.410434,-0.9075,-0.023933,-0.644718,-0.375098,-0.611836,-0.48988,-0.634152,-0.654131,0.390043,-0.526443,-0.507133,0.045683,0.099572,-0.722834,-2.227732,-0.644026,-0.385181,-0.571992,0.17462,-0.501482,-0.868291,-1.404615,-0.606926,-0.226558,-0.821781,-0.78445,-0.607693,-1.136526,-0.921464,-0.647994,-0.691417,-0.721601,-0.810076,-0.569103,-0.44138,-1.110451,-0.733495,-1.370377,-0.737854,-0.745723,-0.687161,-0.749542,-0.537309,-0.984765,-0.630792,-0.633699,-0.276512,-0.863322,-0.477434,-0.918121,-0.406619,-0.592337,-0.357922,0.193484,-0.510577,-0.541894,-0.476946,-0.861102,-0.115071,-0.308833,-0.284548,-0.396979,-0.118094,-0.933015,-0.503549,-0.621986,-0.80707,0.281159,-0.442,-0.300949,-0.398452,-0.618218,-0.368734,-0.418783,-0.66072,-1.338855,-0.651523,-0.459938,1.650273,-5.25242,-0.567817,2.653863,-2.257732,-0.213663,-0.063596,0.071463,0.124891,-0.21816,-1.107471,-7.727857,-0.873604,-2.70238,-0.100683,-0.060122,-0.173977,-1.155272,-6.505335,-0.411071,-1.182923,-0.662635,-0.516695,-0.49836,-0.681349,-0.243134,-0.800648,-0.672474
omn,-1.394062,-0.522696,-0.426593,-0.531594,-0.709706,-0.969433,-0.593498,-0.31577,-1.273145,-0.178454,-0.575037,-1.614178,-1.06773,-0.997752,-0.647945,-0.317609,-1.411505,-1.089883,-0.700765,-0.341207,-1.442408,-0.771689,-0.502874,-0.901756,-1.152933,-0.959845,-0.668365,-0.950295,-0.538681,-0.863782,-0.553051,-0.350364,-0.53644,-1.07794,0.082496,-0.602471,-0.630214,-0.67142,-0.497078,-0.760541,-0.715257,0.080586,-0.52315,0.207667,-16.596649,-1.020688,-0.500137,-3.239527,-0.544854,1.97374,-0.850105,0.16174,-1.133379,-0.762627,-2.134894,-0.367138,-0.688818,-0.761726,-0.783655,-0.585031,-1.105041,-0.884857,-0.579825,-0.622671,-0.537755,-0.796794,-0.552026,-0.421732,-0.884196,-0.241283,-1.303281,-0.564252,-0.567746,-0.601574,-0.644147,-0.701209,-1.115655,-0.792568,-0.721485,-0.242127,-0.767946,-0.528392,-0.917832,-0.35798,-0.332028,-0.371387,0.237222,-0.5733,-0.322255,-0.332631,-0.796862,-0.226006,-0.281432,-0.309598,-0.568421,-0.084377,-1.242037,-0.722247,-1.006555,-1.346433,-0.313533,-0.999706,-1.042992,-0.852581,-0.667015,-0.855219,-0.508005,-1.089889,-1.149665,-0.780864,-0.756666,1.044731,-1.386836,0.452424,1.14204,0.481966,-2.549277,-0.225302,1.012744,1.052158,-0.460597,-0.855182,-0.895022,-0.827604,-0.187197,-1.24522,-0.601593,-0.192432,-1.03496,-0.506614,-0.804375,-0.915944,-0.597059,-0.984026,-0.334818,-0.485383,-0.788379,-0.580211,-0.74811
cmt,-3.914022,-1.259227,0.050874,-0.837274,-1.328023,-2.920177,-2.008166,-0.280481,-1.384365,1.26075,0.064729,1.469709,-0.09847,0.708074,1.914998,1.204621,-0.083401,-0.260483,0.427549,1.595836,-0.859586,0.27195,-0.615543,-1.748194,0.117803,0.175402,-1.581655,-2.769203,-1.524494,-2.872311,-1.421405,-1.276618,-1.242634,-2.505577,-0.177055,-1.377163,0.142685,-1.850906,-1.300649,-2.396501,-1.897221,1.463215,-1.307311,1.74218,2.410834,0.977291,-1.16826,-5.955181,0.125419,0.05,-1.383202,1.221367,-1.1383,-2.293452,-3.864291,-1.222543,-2.06337,-2.204739,-2.407616,-1.517029,-3.205102,-2.477984,-1.898377,-2.059636,-1.48735,-2.285642,-1.364213,-1.112366,-2.698703,-1.185409,-4.19042,-1.755278,-1.652225,-1.831421,-1.874333,-2.000328,-2.999161,-1.853313,-1.773272,-0.820851,-2.05406,-1.191748,-2.341361,-1.227356,-1.384685,-0.863298,0.573205,-1.225074,-1.078041,-1.208817,-2.72806,-0.280405,-0.744539,-1.476361,-1.376218,-0.116689,-1.758312,-1.7357,-1.678102,-1.39527,1.115247,-1.16855,-0.636221,-0.16768,-1.580225,-0.94021,-1.399143,-2.225516,-2.57862,-1.983335,-1.789087,4.321483,-1.290833,4.276531,3.224913,1.643693,-0.798108,1.711576,5.057438,2.87764,-0.811029,-2.161006,-1.012862,-1.354237,0.244554,-0.655939,1.150151,0.058178,-1.938,-1.032881,-1.464896,-1.753488,-1.629195,-1.174743,-1.027519,-0.996008,-1.673034,-1.439574,-1.680625
omt,-3.599918,-1.397439,-0.359397,-0.849293,-1.095529,-3.047729,-2.08551,-0.296248,-1.283256,1.310907,1.088837,1.456345,0.062874,0.662414,2.423864,1.388116,0.048296,-0.393226,0.096056,1.756028,-0.682668,0.124507,-0.578585,-1.724842,0.201643,0.205031,-1.349893,-2.680805,-1.655582,-2.770524,-1.533263,-1.295816,-1.058413,-2.742042,-0.141247,-1.408994,0.057662,-1.941807,-1.136737,-2.591691,-1.916958,1.331358,-1.285429,1.734727,1.701446,0.937349,-0.963387,-6.332998,0.060393,-0.11297,-1.403472,1.538364,-1.455865,-2.299274,-3.760059,-1.118025,-2.0335,-2.572385,-2.691882,-1.509231,-3.264352,-2.985015,-1.818972,-1.875549,-1.165155,-2.226592,-1.239513,-1.031206,-2.348958,-1.141054,-4.087415,-1.809976,-1.699448,-1.819917,-1.723757,-2.032862,-2.947422,-2.145912,-1.778638,-0.737246,-1.870382,-1.288256,-2.239004,-1.216577,-1.381654,-0.842561,0.75311,-1.527478,-1.177905,-1.202432,-2.642965,0.047687,-0.759536,-2.383158,-1.603376,0.158576,-1.860183,-1.739831,-1.509519,-1.733598,0.184832,-1.020479,-0.877327,-0.371158,-1.614043,-1.742791,-1.338535,-2.240945,-2.650213,-2.015609,-1.810164,4.46793,-1.220349,3.946398,2.995764,1.708683,-1.181962,1.596182,5.010713,2.064656,-1.090911,-2.606144,-0.958323,-1.295022,0.073042,-0.55001,1.033752,-0.040151,-1.888073,-1.027554,-1.512487,-1.737368,-1.79138,-1.224752,-0.934051,-1.085958,-1.646801,-1.6146,-1.658949
vol,-2.972955,-0.518022,0.748467,-0.645439,-0.966098,-2.597161,-1.868988,-0.55943,-1.381713,1.932811,2.255515,1.0068,-0.450225,1.071682,0.803469,0.432687,0.469513,-0.594982,0.240103,2.531324,-1.382463,-0.326152,-0.480322,-0.939026,0.965206,0.488361,-0.340631,-2.391994,-1.401787,-2.758177,-1.52081,-2.157219,-1.319445,-2.112331,-0.257065,-1.059457,0.567516,-1.813269,-0.846946,-2.418192,-1.692882,1.365957,-1.171312,0.762157,0.199489,0.222353,-2.586238,-6.470507,0.44653,-0.51608,-1.926084,1.307491,-1.095202,-1.942963,-2.797236,-0.204627,-1.807594,-1.264219,-1.784216,-0.455051,-2.770411,-2.371621,-1.503805,-1.679162,-0.82997,-1.708074,-0.716562,-0.1471,-1.99621,-0.47641,-4.081438,-1.273535,-1.008745,-1.681635,-1.137168,-1.943661,-1.936964,-1.713998,-0.840568,-1.17196,-1.529659,-1.434455,-2.138921,-0.438777,-0.799777,-0.809445,1.174274,-0.300494,-0.768957,-0.944952,-2.194213,0.455954,0.987881,-2.932609,-2.458898,-1.135764,-1.360729,-1.438629,-1.44892,-1.467784,1.093557,-0.499737,-0.347993,-0.105637,-1.300185,1.295217,-2.063804,-5.146662,-2.677737,-2.280078,-1.566652,3.567163,-1.16337,4.919989,5.108517,3.725809,-8.921855,1.308681,5.619696,2.301909,-1.192055,-0.834957,-3.207921,-0.124739,0.858153,0.891853,0.600888,0.779275,-2.131479,-0.075306,-1.246487,-1.662179,-1.050343,-1.501008,-0.263692,-0.086087,-1.339368,-1.50314,-1.175141
mil,-3.643388,-1.397453,-0.054477,-0.842045,-1.315349,-2.979999,-1.998826,-0.547064,-1.364189,1.399066,0.475075,1.297411,-0.029109,1.260327,1.564405,1.300051,-0.066017,-0.401997,0.129335,2.143766,-1.648782,0.341259,-0.772445,-1.755338,-0.090682,0.018717,-1.703417,-2.779425,-1.522221,-2.994889,-1.409484,-1.248992,-1.192839,-2.502863,-0.123205,-1.395982,0.169972,-1.966549,-1.149633,-2.450376,-1.870892,1.489999,-1.240415,1.913831,1.350913,0.819069,-0.97289,-6.772484,-0.00784,0.31126,-1.552689,1.357836,-1.57892,-2.36773,-3.751321,-1.1315,-2.195744,-2.422667,-2.425169,-1.557667,-3.272521,-2.63748,-1.849291,-1.892925,-1.651288,-2.263579,-1.395214,-1.124367,-2.433727,-1.306823,-4.156269,-1.714846,-1.707706,-1.804389,-1.856143,-1.990976,-3.063143,-1.854625,-1.780842,-0.803731,-2.142445,-1.198835,-2.556651,-1.279448,-1.409403,-0.837773,0.57,-1.301676,-1.052273,-1.28346,-2.726435,-0.375421,-0.761959,-1.315906,-1.473041,-0.321082,-1.774669,-1.723697,-1.521228,-1.369368,0.544481,-0.877798,-0.576989,-1.060432,-1.506842,-0.831425,-1.472846,-2.331112,-2.769608,-2.104036,-1.883913,4.26975,-1.205417,4.009524,3.277566,1.828636,-3.045814,1.131858,5.210319,2.684316,-0.660932,-2.119447,-1.264612,-1.488884,-0.04416,0.03643,0.842707,-0.239856,-1.851086,-1.147403,-1.473513,-1.768009,-1.694279,-1.272928,-0.996942,-1.077787,-1.670013,-1.453592,-1.687533
pcr,-3.265365,-1.085992,-0.025268,-0.847211,-1.186102,-3.052273,-1.931414,1.767746,-1.06442,1.599061,0.778089,1.639173,0.123769,0.547943,2.267831,1.381805,0.950308,-0.258914,0.470999,1.654276,-1.574751,0.364541,-0.827929,-1.603914,0.164445,-0.233874,-1.695844,-2.115171,-1.466106,-2.812536,-1.967473,-1.330692,-1.023595,-2.767164,-0.00538,-1.346942,-0.236113,-1.7737,-2.212233,-2.27107,-2.145401,1.578267,-1.31508,1.407742,1.280547,1.261042,-0.944791,-5.745983,0.128848,-0.193944,-1.422935,0.438793,-1.537227,-2.69157,-5.08347,-0.280293,-1.45028,-1.83677,-1.93339,-1.066939,-3.127087,-2.254212,-1.791903,-1.612314,-1.474732,-1.686555,-0.814219,-0.108371,-2.806952,-0.504492,-3.85566,-1.09258,-1.678611,-1.657224,-1.666987,-1.762635,-2.435377,-2.535399,-1.805742,-0.48343,-1.772313,-1.069935,-3.778215,-3.658068,-1.309968,-1.357948,-0.425526,-1.163381,-0.846604,-1.220603,-2.41648,-0.193928,-0.344778,-1.043403,-2.404091,0.090071,-1.318028,-1.270293,-1.441771,-1.390334,1.501846,-0.660504,-0.385908,-0.377689,-1.795654,0.727832,-2.22221,-2.395691,-2.610331,-1.153357,-2.969943,1.736337,-0.316995,3.407191,3.526407,2.580578,-1.816731,0.040805,3.403504,3.406042,-1.296327,-0.661209,-3.128211,-0.485473,-0.042522,0.585156,-0.095161,-0.019422,-1.547425,-0.832432,-0.4435,-1.736262,-0.097328,-1.163737,1.238251,-0.408314,-1.609117,-1.348629,-2.484579
sgr,-3.478656,-0.356419,1.102952,-0.570204,-1.606675,-2.924136,-1.739739,-0.336687,-1.462795,1.522867,1.779096,1.255396,-0.518864,2.55329,-0.010148,1.059051,1.139775,-0.260237,0.273041,1.575927,-1.160914,0.106763,-0.506117,-1.645455,-1.426356,0.03564,-1.680966,-2.538832,-1.537021,-2.793906,-1.351826,-1.256969,-1.589329,-2.245251,-0.080351,-1.259791,0.084855,-1.940721,-1.119696,-2.543193,-1.996812,1.291457,-1.307377,1.641433,1.511733,-0.84198,-0.946205,-5.930694,-0.288046,-2.396274,-1.618257,0.205017,-1.432638,-2.17147,-3.273124,-0.524926,-2.086442,-2.107516,-2.264155,-0.968357,-2.812936,-2.296321,-1.620022,-1.753908,-1.45654,-2.115071,-1.377743,-0.978979,-2.572134,-0.388124,-3.736226,-1.607583,-0.653443,-1.802088,-1.458362,-1.691567,-2.848901,-1.144304,-1.311208,-0.790617,-1.908614,-0.534284,-2.061298,0.245058,-1.070408,-0.488244,0.76448,-1.153862,-0.907225,-0.976913,-2.09464,1.437799,-0.359057,-1.127566,-1.943711,1.228509,-1.299689,-1.821875,-0.574729,-1.232755,0.984229,0.637144,-0.531869,0.038395,-1.519526,0.62471,-0.338337,-2.785161,-2.615648,-1.482881,-1.15052,5.609897,-1.331107,3.509981,1.959285,2.594564,-2.02401,2.249849,1.190967,2.22198,-1.553872,-1.835758,-1.266644,-1.92193,0.35384,0.07323,-0.404059,0.821596,-1.554423,-0.444094,-3.434631,-1.698509,-1.945292,-1.799137,-0.417731,-0.771283,-1.51964,-1.624806,-1.420213
ofd,-3.650684,-1.230912,0.169763,-0.747985,-1.218294,-2.964799,-2.098217,-1.044097,-1.407307,1.54512,1.112605,1.55097,-0.053355,0.649407,1.754317,1.338193,-0.024536,-0.378373,0.253022,1.78187,-1.735544,0.201732,-1.172337,-1.786384,-0.195309,-0.314623,-1.670711,-2.697095,-1.54537,-2.777019,-1.40028,-1.466991,-1.254146,-2.464175,-0.175076,-1.292964,0.122945,-2.042939,-1.213453,-2.434872,-1.920992,1.374869,-1.347399,1.620773,1.257609,0.681597,-1.1259,-6.326089,0.164871,0.124599,-1.491914,0.99365,-1.376308,-2.313192,-3.919834,-1.31873,-2.105386,-2.395837,-2.976387,-1.493382,-3.165726,-2.595774,-1.844236,-1.965711,-1.541427,-2.226344,-1.387744,-1.084885,-2.340993,-1.162791,-3.971224,-1.74114,-1.703307,-1.803858,-1.848755,-1.96467,-2.991339,-1.748775,-1.741498,-0.689167,-1.896815,-1.651162,-2.335628,-1.43613,-1.442308,-0.85109,0.654105,-1.33413,-1.160065,-1.219594,-2.650607,-1.241667,-1.017466,-1.336451,-1.808351,-0.240516,-1.637498,-1.646372,-1.681497,-1.61926,1.107943,-0.997629,-0.545133,-0.017462,-1.644787,-0.652045,-1.622222,-2.529123,-2.853527,-1.906432,-2.00314,4.669173,-1.61123,4.458205,2.450355,2.01802,-2.419957,1.827976,4.307263,1.931078,-0.746029,-1.987069,-0.995772,-1.311237,0.198455,-0.24615,0.779036,-0.455801,-1.621318,-1.454873,-1.57185,-1.832868,-1.601081,-1.403038,-0.850463,-0.944048,-1.691344,-1.388756,-1.667983
b_t,-3.702877,-1.355181,0.016644,-0.745546,-1.40137,-2.96558,-1.863659,-0.467447,-1.287869,1.450234,0.741462,1.269875,0.060338,0.539268,2.028687,1.561591,0.233431,-0.10714,0.408154,1.588323,-1.548839,0.241308,-0.625208,-1.733164,0.132884,0.015744,-1.720307,-2.70287,-1.526885,-2.886356,-1.347387,-1.264154,-1.225815,-2.488041,-0.042062,-1.372515,0.167113,-1.837319,-1.219636,-2.297007,-1.873079,1.473567,-1.340883,1.927659,1.883684,0.474605,-0.92884,-5.85892,0.203587,0.335796,-1.672538,1.265356,-1.030076,-2.418818,-3.948701,-1.255344,-2.140378,-2.489855,-2.791387,-1.556823,-3.248892,-2.646701,-1.821766,-1.904993,-1.712114,-2.296542,-1.418393,-1.125654,-2.642271,-1.277134,-4.027518,-1.724937,-1.749227,-1.82392,-1.894938,-1.989577,-3.074133,-1.806022,-1.860875,-0.809884,-2.099556,-1.277179,-2.39746,-1.216842,-1.355723,-0.874365,0.551208,-1.250759,-1.109159,-1.234643,-2.714684,-0.487538,-0.787024,-1.191684,-1.481659,-0.350891,-1.622971,-1.631367,-1.481951,-1.805599,1.063224,-1.092652,-0.59184,-0.020457,-1.599394,-0.817072,-1.509874,-2.208361,-2.638253,-1.900117,-1.710574,4.621643,-1.335053,4.297854,3.225435,1.75086,-0.97414,1.860497,4.889903,3.053386,-0.649247,-2.188861,-1.208392,-1.375674,0.28498,-0.831859,1.091681,0.014433,-1.982311,-1.153961,-1.49573,-1.714033,-1.670929,-1.25856,-0.966679,-1.108672,-1.713067,-1.467085,-1.732854
tex,-3.58738,-1.339656,0.26673,-0.831193,-1.117407,-2.829412,-1.67747,0.170684,-1.128837,1.165201,0.522698,1.528972,0.128997,0.240454,2.290554,1.623672,0.177995,-0.248276,0.311378,1.208347,-1.315663,-0.016529,-0.982761,-2.216859,1.080135,0.851657,-1.530322,-2.658267,-1.421573,-2.902871,-1.421325,-0.915785,-1.166263,-2.464742,0.35824,-1.261628,-0.112897,-1.848922,-1.298165,-2.241887,-1.70058,1.819663,-1.026696,2.477329,1.876559,1.786992,-0.907701,-6.477054,0.383266,0.449031,-1.783765,-0.936888,-1.204283,-2.219787,-3.723686,-1.159634,-1.998306,-2.21193,-3.292624,-1.411563,-3.218128,-2.479074,-1.819615,-1.712951,-1.480945,-2.266549,-1.327351,-0.905186,-2.43619,-0.927917,-3.888128,-1.527784,-1.579938,-1.699901,-1.765211,-1.915661,-2.921934,-1.610747,-1.565415,-0.526089,-2.11862,-0.787503,-2.398097,-0.930366,-1.146667,-0.745124,0.894974,-1.291784,-1.074284,-1.111857,-2.632736,-0.180738,-0.708829,-1.657232,-1.410175,0.200096,-1.832762,-1.548256,-1.192433,-1.646625,1.168972,-0.92652,-0.57541,-0.010128,-1.500983,-0.611525,-1.164356,-2.234115,-2.725949,-1.72106,-1.620507,5.515771,-1.786903,4.245641,2.896368,2.223034,-4.468625,2.170307,3.791431,0.484363,-0.493903,-2.166444,-1.473784,-0.843419,0.768584,-0.602913,1.104387,0.081684,-1.544698,-2.269012,-1.330515,-1.957079,-1.754492,-1.383829,-0.594194,-1.020467,-1.56575,-1.461052,-1.551588
wap,-3.695466,-1.408201,0.258626,-0.737787,-1.45111,-3.01934,-1.851195,-0.347447,-1.168552,1.757064,0.870648,1.330799,-0.095258,0.375737,2.077893,1.761065,-0.26283,-0.063491,0.466311,1.743511,-1.107717,0.062041,-1.193385,-1.426973,0.838044,0.413922,-1.68074,-2.724357,-1.431186,-2.918918,-1.409911,-1.25966,-1.181511,-2.567622,0.087201,-1.383333,0.297171,-1.898162,-1.205739,-2.338026,-1.802702,1.874041,-1.162193,2.399448,1.821435,1.147777,-0.561931,-6.546875,0.376015,0.327272,-1.616819,1.300439,-1.167963,-2.391771,-3.889109,-1.128452,-2.092966,-2.443537,-2.887547,-1.549163,-3.292524,-2.612777,-1.817972,-1.856054,-1.646416,-2.324793,-1.419967,-1.067052,-2.578209,-1.237801,-4.068251,-1.70598,-1.694514,-1.809648,-1.890584,-1.979135,-3.063904,-1.704824,-1.664398,-0.670835,-2.19168,-0.892858,-2.490133,-1.148316,-1.224621,-0.720787,0.685946,-1.373074,-1.239705,-1.121039,-2.702385,-0.619041,-0.69742,-1.294159,-1.175291,0.191765,-2.234569,-1.597651,-1.44759,-1.765248,0.992047,-0.987966,-0.80242,-0.238473,-1.594652,-1.004948,-1.309727,-2.213601,-2.708312,-1.648232,-1.700649,5.304647,-1.23534,4.666724,3.86,2.119389,-0.956661,2.067244,4.999289,3.052832,-0.59789,-2.284688,-1.018468,-1.134479,0.898715,-0.736383,1.2171,0.258683,-1.820055,-0.900923,-1.289327,-1.768841,-1.967861,-1.05456,-0.8165,-1.119917,-1.689371,-1.301752,-1.633265
