qfe,aus,nzl,xoc,chn,hkg,jpn,kor,mng,twn,xea,brn,khm,idn,lao,mys,phl,sgp,tha,vnm,xse,bgd,ind,npl,pak,lka,xsa,can,usa,mex,xna,arg,bol,bra,chl,col,ecu,pry,per,ury,ven,xsm,cri,gtm,hnd,nic,pan,slv,xca,dom,jam,pri,tto,xcb,aut,bel,cyp,cze,dnk,est,fin,fra,deu,grc,hun,irl,ita,lva,ltu,lux,mlt,nld,pol,prt,svk,svn,esp,swe,gbr,che,nor,xef,alb,bgr,blr,hrv,rou,rus,ukr,xee,xer,kaz,kgz,xsu,arm,aze,geo,bhr,irn,isr,jor,kwt,omn,qat,sau,tur,are,xws,egy,mar,tun,xnf,bfa,cmr,civ,gha,gin,nga,sen,tgo,xwf,xcf,xac,eth,ken,mdg,mwi,mus,moz,rwa,tza,uga,zmb,zwe,xec,bwa,nam,zaf,xsc,xtw
gdt,-3.84232,-1.522919,0.047218,-0.661412,-1.816248,-3.091726,-1.842947,-0.408555,-1.314145,0.532158,-0.048231,2.235405,-0.300937,0.383051,1.732429,1.376027,-0.382137,-0.273867,0.235534,1.535415,-1.143154,-0.160539,-0.709793,-1.726784,0.032793,0.838904,-1.834316,-2.844775,-1.516424,-3.065326,-1.44922,-1.251862,-1.162873,-2.694878,0.419062,-1.277371,0.096672,-1.873641,-1.276451,-2.157192,-1.982042,1.560843,-1.451158,1.869897,1.892381,0.931163,-0.972393,-6.896764,0.170227,0.292519,-1.668387,1.092604,-1.276806,-2.536621,-3.947205,-1.199455,-2.194301,-2.551416,-2.504433,-1.631115,-3.42009,-2.735639,-1.799947,-1.961452,-1.820852,-2.401269,-1.517204,-1.145229,-2.811962,-1.256016,-4.185801,-1.839897,-1.729852,-1.907659,-1.93222,-1.912998,-3.189774,-1.878939,-1.816505,-0.763253,-2.357904,-1.099707,-2.513279,-1.15777,-1.422148,-0.884523,0.617351,-1.2797,-1.263824,-1.283151,-2.809616,-0.182682,-0.788533,-1.158999,-1.077359,-0.099996,-1.681132,-1.557536,-1.506265,-1.921025,1.762215,-0.873099,-0.561257,0.628733,-1.667938,-0.979707,-1.385723,-2.205023,-2.727172,-1.969421,-1.724595,5.396203,-1.187026,5.006736,3.836573,2.686517,-1.068733,1.887758,5.99413,4.493873,-0.631478,-2.157815,-1.094805,-1.338598,0.628647,-0.224537,1.117579,0.424057,-1.490078,-0.988575,-1.000832,-1.542956,-1.431149,-1.145713,-1.113278,-1.196994,-1.433173,-1.622403,-1.826643
wtr,-3.82872,-1.407196,0.046666,-0.764801,-1.413266,-3.100865,-1.892343,-0.441701,-1.356022,1.529275,1.266682,1.232541,-0.163936,0.605067,1.765388,1.467264,-0.119818,-0.163342,0.253808,1.916472,-1.339474,-0.054985,-0.656439,-1.81577,0.038733,0.219075,-1.803256,-2.812975,-1.517147,-3.029657,-1.392817,-1.34008,-1.193553,-2.633478,-0.05246,-1.441254,0.199145,-1.892833,-1.207253,-2.404168,-1.926308,1.586431,-1.333742,1.855719,1.842425,1.014137,-1.099371,-5.545941,0.238777,0.283398,-1.57577,1.938385,-1.121058,-2.537928,-3.997221,-1.228208,-2.207534,-2.558062,-2.541178,-1.664758,-3.37345,-2.7141,-1.827314,-1.929749,-1.762063,-2.384125,-1.491137,-1.172609,-2.775454,-1.335108,-4.135542,-1.783178,-1.773053,-1.899759,-1.979804,-2.020182,-3.247256,-1.875859,-1.848708,-0.834283,-2.282338,-1.090962,-2.398398,-1.200705,-1.404941,-0.863998,0.54446,-1.291053,-0.969848,-1.242175,-2.82766,-0.384147,-0.764837,-1.333484,-1.308331,-0.362588,-1.710869,-1.567082,-1.441366,-1.968119,1.318983,-1.145721,-0.672456,-0.021982,-1.5898,-0.967519,-1.460739,-2.336248,-2.800104,-1.963575,-1.781008,5.837106,-1.278032,5.009623,3.693356,2.012554,-0.307633,1.90088,5.837635,3.507131,-0.633617,-2.194334,-1.20495,-1.356955,0.425397,-0.325185,1.187551,0.237353,-1.800134,-0.962475,-1.419018,-1.70571,-1.706013,-1.256548,-1.000088,-1.160016,-1.804477,-1.572382,-1.793712
cns,-3.971104,-1.436543,0.14515,-0.747579,-1.297516,-3.158462,-1.927156,-0.473218,-1.233523,1.91549,1.843274,1.634528,-0.078069,0.550221,2.822857,1.557243,0.613013,-0.004408,0.441644,1.981351,-1.633508,0.244316,-0.553754,-1.6297,0.432784,0.266514,-1.828659,-2.897355,-1.581138,-3.098742,-1.44095,-1.352476,-1.223537,-2.673081,-0.103061,-1.510207,0.268297,-1.952705,-1.231982,-2.488943,-1.992068,1.694564,-1.348448,1.902358,1.964311,1.154856,-1.014228,-6.206943,0.196999,0.335175,-1.609756,2.260721,-1.052018,-2.618741,-4.153844,-1.244687,-2.277481,-2.625932,-2.600478,-1.646784,-3.48942,-2.798151,-1.893127,-2.013539,-1.865293,-2.47259,-1.485781,-1.164817,-2.863239,-1.341913,-4.316327,-1.862971,-1.794919,-1.975217,-2.02784,-2.081192,-3.319232,-1.934326,-1.892018,-0.849694,-2.304145,-1.134119,-2.477038,-1.243119,-1.44381,-0.883101,0.601202,-1.308884,-0.959135,-1.27647,-2.94068,-0.408602,-0.795024,-1.47235,-1.376715,-0.395807,-1.528046,-1.700584,-1.588313,-2.035657,1.658718,-0.91479,-0.465253,0.24903,-1.537341,-0.784859,-1.477431,-2.31543,-2.663904,-1.892241,-1.773551,5.891191,-1.258341,4.943941,3.936576,2.113403,-0.46948,2.068472,5.626498,3.376017,-0.626786,-2.236513,-1.118784,-1.444317,0.553802,-0.295124,1.237548,0.401732,-1.784804,-0.936929,-1.543105,-1.74107,-1.798837,-1.319007,-0.98559,-1.168956,-1.830684,-1.536859,-1.813202
trd,-4.275304,-1.59483,-0.084593,-0.841151,-1.663626,-3.460673,-2.150959,-0.468145,-1.728539,1.469591,0.391367,1.445898,-0.747724,0.499943,1.704758,1.256427,-0.434534,-0.310542,0.06067,1.909011,-1.559362,-0.224978,-0.508585,-1.950905,0.101195,0.056161,-2.013307,-3.146999,-1.751083,-3.391905,-1.601592,-1.428634,-1.330969,-2.890193,-0.057358,-1.497737,0.046337,-2.117441,-1.341026,-2.670752,-2.180602,1.790492,-1.452773,1.884026,1.950457,0.740218,-1.058728,-7.499052,0.015068,-0.159701,-2.137469,1.228943,-1.675763,-2.886024,-4.512943,-1.430618,-2.527939,-2.893329,-2.835017,-1.86343,-3.813858,-3.047485,-2.142161,-2.209107,-2.046801,-2.676758,-1.683646,-1.379857,-3.141896,-1.511176,-4.717592,-2.020071,-2.025776,-2.149418,-2.208587,-2.309287,-3.642168,-2.105427,-2.067364,-0.912132,-2.552783,-1.244753,-2.850452,-1.386436,-1.618543,-1.00982,0.613261,-1.532808,-1.256621,-1.447901,-3.225462,-0.392469,-0.894578,-1.503703,-1.523358,-0.283334,-1.880596,-1.86513,-1.706078,-2.174753,1.501991,-1.349146,-0.652864,-0.017312,-1.751072,-0.988036,-1.600597,-2.6399,-3.020663,-2.175698,-1.926769,5.651192,-1.368343,5.263685,4.421649,2.472306,-0.436451,2.258553,6.594813,3.599664,-0.617756,-2.417996,-1.165163,-1.20008,0.898159,-0.25699,1.488925,0.269928,-1.758275,-0.980658,-1.680151,-1.830691,-1.922491,-1.584005,-1.105185,-1.282785,-1.957951,-1.671222,-1.964264
otp,-4.274756,-1.640271,-0.027977,-0.82072,-1.676687,-3.460492,-2.166716,-0.418981,-1.690436,1.598296,0.471644,1.587632,-0.592408,0.659682,1.866968,1.541995,-0.246197,-0.117943,0.279003,1.944803,-1.727659,-0.006563,-0.715811,-1.862147,0.302554,0.392593,-2.025301,-3.149179,-1.752219,-3.384343,-1.59911,-1.46492,-1.308554,-2.928244,0.04334,-1.562325,0.041872,-2.130294,-1.39151,-2.627159,-2.217742,1.76284,-1.474229,1.912879,1.938647,0.864521,-1.103752,-7.219498,0.118296,-0.000755,-2.040339,1.39959,-1.469783,-2.924745,-4.53107,-1.336651,-2.550966,-2.924323,-2.852436,-1.854705,-3.822081,-3.059552,-1.906507,-2.228215,-2.044979,-2.749087,-1.773475,-1.441713,-3.167117,-1.492101,-4.729046,-2.06826,-1.998114,-2.228987,-2.279609,-2.320445,-3.645467,-2.101066,-2.084254,-0.933928,-2.566351,-1.174071,-2.88635,-1.436593,-1.61192,-1.036041,0.631036,-1.582656,-1.372667,-1.459554,-3.170025,-0.230457,-0.860875,-1.423528,-1.467807,-0.329718,-1.766515,-1.813826,-1.690753,-2.184019,1.56048,-1.252135,-0.644042,0.138381,-1.840355,-0.937429,-1.547647,-2.476731,-3.033064,-2.153959,-1.925072,6.608065,-1.207843,5.1924,4.416768,2.447645,-0.833458,2.574274,6.020616,3.896721,-0.61019,-2.353217,-1.128248,-1.368659,0.584519,-0.271937,1.457659,0.223683,-1.836355,-0.885247,-1.485967,-1.872086,-1.817964,-1.515977,-1.083002,-1.261454,-1.962786,-1.683589,-1.939035
wtp,-4.312071,-1.791182,-0.029291,-0.832248,-1.679074,-3.577517,-2.26593,-0.438155,-1.550604,1.670232,0.574569,1.536552,-0.523065,0.60034,2.163597,1.732834,-0.200227,-0.071438,0.312136,2.108065,-1.717951,0.213405,-0.694619,-1.815334,0.742733,0.670394,-2.116091,-3.178587,-1.758003,-3.477565,-1.75842,-1.46225,-1.326502,-3.047884,0.087757,-1.583905,0.077752,-2.175109,-1.359585,-2.532542,-2.286574,1.781779,-1.40025,2.092102,2.050193,1.259576,-1.090125,-7.140794,0.142923,0.035042,-2.19351,1.382536,-1.476296,-3.009442,-4.618252,-1.382292,-2.596319,-2.984915,-2.889592,-1.964493,-3.88823,-3.220022,-1.966259,-2.269208,-2.120116,-2.806872,-1.838799,-1.471116,-3.27655,-1.694531,-4.830807,-2.19575,-2.108339,-2.211814,-2.368695,-2.436163,-3.761032,-2.231848,-2.125008,-1.013199,-2.690474,-1.241607,-2.98201,-1.473439,-1.610828,-1.164233,0.605222,-1.68003,-1.338247,-1.418681,-3.167908,-0.300524,-0.934824,-1.429421,-1.455002,-0.271086,-1.815191,-1.7279,-1.738025,-2.220386,1.610712,-1.267718,-0.537938,0.154572,-1.858971,-0.819635,-1.552343,-2.558237,-3.047305,-2.166224,-1.868684,6.778416,-1.132176,6.029615,4.876434,2.498338,-0.425462,2.566292,7.076026,4.07739,-0.595372,-2.337745,-1.113163,-1.271571,0.642389,-0.210206,1.463623,0.384324,-1.833746,-0.885522,-1.304994,-1.875576,-1.785505,-1.575256,-1.102787,-1.297313,-1.996748,-1.683066,-2.045796
atp,-4.275251,-1.593027,-0.023476,-0.836678,-1.678522,-3.526656,-2.217009,-0.430985,-1.559329,1.667067,0.46707,1.691945,-0.331654,0.627875,2.219845,1.847622,-0.188531,-0.049245,0.330781,1.946027,-1.604836,-0.045647,-0.751205,-1.785637,0.313639,0.607114,-2.005114,-3.168595,-1.737054,-3.415257,-1.65274,-1.431954,-1.307218,-3.007174,0.070718,-1.535646,0.036386,-2.14753,-1.319323,-2.598986,-2.279211,1.86294,-1.432919,1.974549,2.081337,1.299246,-1.058816,-7.235031,0.10879,0.101694,-2.112396,1.517603,-1.512512,-2.907408,-4.53913,-1.417607,-2.570831,-2.890792,-2.836411,-1.889064,-3.841725,-3.091079,-1.913838,-2.263468,-2.069582,-2.702057,-1.735868,-1.414567,-3.174436,-1.464475,-4.741176,-2.078124,-1.996803,-2.225541,-2.299491,-2.336083,-3.657631,-2.114694,-2.109956,-0.901419,-2.62366,-1.208815,-3.015416,-1.419226,-1.599843,-1.080066,0.622741,-1.624384,-1.459606,-1.449248,-3.185963,-0.25479,-0.926124,-1.267501,-1.445453,-0.244008,-1.766682,-1.714161,-1.677456,-2.17213,1.555198,-1.196362,-0.652204,0.145408,-1.915608,-0.904547,-1.522153,-2.575152,-3.054431,-2.107865,-1.841885,6.684323,-1.178425,5.646453,4.502535,2.416189,-0.715142,2.867077,6.677482,4.066466,-0.636934,-2.404733,-1.110674,-1.190985,0.639099,-0.127612,1.423928,0.261429,-1.86252,-0.86314,-1.49113,-1.876896,-1.75365,-1.316273,-1.124205,-1.30577,-1.967516,-1.713642,-1.870431
cmn,-3.844923,-1.459126,-0.048699,-0.790988,-1.54612,-3.103028,-1.919419,-0.459976,-1.574137,1.270478,0.294848,1.267139,-0.439972,0.52652,1.696276,1.184176,-0.407335,-0.360519,0.03524,1.435315,-1.409789,-0.231428,-0.61011,-1.78368,0.082082,0.062389,-1.814835,-2.836944,-1.573206,-3.088912,-1.433247,-1.305639,-1.195711,-2.635712,-0.037469,-1.43059,0.007172,-1.919178,-1.226838,-2.356017,-1.966961,1.552941,-1.370242,2.260238,1.640736,1.070497,-1.036439,-6.370883,0.015249,0.034352,-1.935001,1.108208,-1.355012,-2.570561,-4.019229,-1.241434,-2.240438,-2.582763,-2.5253,-1.667651,-3.404205,-2.731584,-1.886144,-1.988029,-1.827841,-2.40948,-1.532758,-1.215977,-2.838412,-1.387091,-4.211522,-1.803682,-1.804653,-1.94467,-2.006044,-2.067769,-3.245605,-1.882466,-1.85045,-0.825936,-2.304256,-1.088803,-2.516068,-1.239112,-1.460684,-0.912434,0.555168,-1.3798,-1.196502,-1.306038,-2.847027,-0.328502,-0.780436,-1.221489,-1.396199,-0.332006,-1.761759,-1.638406,-1.566561,-1.975626,1.196354,-1.272769,-0.71555,-0.141924,-1.641819,-0.994916,-1.475203,-2.355264,-2.724278,-1.960471,-1.706182,5.356313,-1.2725,4.700355,3.396358,2.057155,-1.190072,1.931704,5.453664,3.149585,-0.650243,-2.225269,-1.234155,-1.233278,0.378149,-0.394129,1.042732,0.113192,-1.804815,-0.95803,-1.459227,-1.761471,-1.70757,-1.488657,-1.01498,-1.176627,-1.827685,-1.573355,-1.817118
ofi,-3.829079,-1.439689,-0.057839,-0.799535,-1.523382,-3.100779,-1.905185,-0.440699,-1.616877,1.178951,0.315193,0.860432,-0.708535,0.374714,1.541048,0.948419,-0.378057,-0.398611,0.033303,1.458241,-1.777311,-0.396155,-0.749485,-1.797614,-0.441678,0.035017,-1.804562,-2.81522,-1.574138,-3.080857,-1.409016,-1.381545,-1.201616,-2.622255,-0.072858,-1.488885,-0.012064,-1.917811,-1.194888,-2.35082,-1.964164,1.578765,-1.362082,1.347762,1.497774,0.724237,-1.094387,-6.182061,-0.082214,-0.134661,-1.915914,1.083533,-1.385427,-2.558992,-4.012155,-1.239922,-2.223973,-2.56405,-2.52081,-1.652216,-3.392664,-2.718048,-1.864576,-1.968687,-1.865729,-2.413401,-1.519483,-1.196359,-2.837579,-1.378307,-4.183156,-1.801907,-1.785041,-1.93585,-1.994895,-2.059489,-3.243935,-1.891748,-1.856523,-0.819197,-2.300986,-1.090611,-2.46253,-1.240752,-1.490079,-0.87803,0.577535,-1.374088,-1.111931,-1.290753,-2.836864,-0.318759,-0.784908,-1.421306,-1.305513,-0.336351,-1.821526,-1.614311,-1.555832,-1.973754,1.135322,-1.348841,-0.672271,-0.205029,-1.599997,-0.997942,-1.494159,-2.425589,-2.717401,-2.040934,-1.840851,5.228772,-1.307425,4.291191,3.137626,1.742626,-2.139252,1.677493,5.07159,3.084671,-0.633243,-2.114543,-1.144572,-1.542909,0.375531,-0.360328,1.04803,-0.017598,-1.759581,-0.94945,-1.38382,-1.756153,-1.684989,-1.424254,-1.03781,-1.188105,-1.820734,-1.583352,-1.805764
isr,-3.832359,-1.457634,-0.048947,-0.760934,-1.554307,-3.090164,-1.908196,-0.425737,-1.555336,1.318709,0.313575,0.958118,-0.794515,0.915477,1.7228,1.202797,-0.342049,-0.37251,0.195688,1.487801,-1.488337,-0.335021,-0.629079,-1.784276,0.148016,-0.030149,-1.825174,-2.82138,-1.594283,-3.103826,-1.353126,-1.291141,-1.206018,-2.599122,-0.043311,-1.452944,0.094991,-1.901434,-1.198752,-2.38809,-1.967321,1.554829,-1.364435,1.502727,1.611242,0.722771,-1.04498,-6.123106,-0.020643,-0.08572,-2.048164,1.223966,-1.30864,-2.568046,-4.017912,-1.227909,-2.211082,-2.610996,-2.523449,-1.671321,-3.394546,-2.709236,-1.880365,-1.967212,-1.892125,-2.4158,-1.506478,-1.189531,-2.85216,-1.398819,-4.192128,-1.810851,-1.769142,-1.930589,-1.992424,-2.048882,-3.265597,-1.873116,-1.849966,-0.821167,-2.314335,-1.077012,-2.521867,-1.245105,-1.501153,-0.889869,0.551131,-1.383994,-1.14462,-1.307324,-2.859049,-0.23339,-0.769765,-1.264981,-1.30031,-0.249493,-1.622308,-1.568397,-1.561705,-1.958954,1.207457,-1.292645,-0.587391,-0.026957,-1.703316,-0.815549,-1.339669,-2.397196,-2.717295,-1.949178,-1.64013,5.387196,-1.084561,4.773991,3.66015,1.919121,-1.847375,1.825238,5.485579,3.622964,-0.607204,-2.155389,-1.130104,-1.497512,0.491617,-0.3638,1.070659,0.05977,-1.76091,-0.789594,-1.279698,-1.73779,-1.672473,-1.420953,-1.027746,-1.184413,-1.813245,-1.567518,-1.81967
obs,-3.827378,-1.4436,-0.068956,-0.775061,-1.538053,-3.091145,-1.907509,-0.473463,-1.581177,1.092259,0.270583,0.784845,-0.795916,0.407914,1.627096,1.254078,-0.469424,-0.292233,0.046586,1.404543,-1.723482,-0.076972,-0.783504,-1.719025,-0.207308,0.137086,-1.813927,-2.814166,-1.564072,-3.099413,-1.441394,-1.305309,-1.203448,-2.623682,-0.047336,-1.420938,-0.02446,-1.905775,-1.256453,-2.36275,-1.973008,1.555483,-1.37049,1.440667,1.379446,0.757448,-1.015502,-6.44687,0.011302,-0.090217,-1.882237,1.096185,-1.276132,-2.568448,-4.02246,-1.269704,-2.234384,-2.574118,-2.522574,-1.653028,-3.396287,-2.73206,-1.911014,-1.989591,-1.884847,-2.422977,-1.526332,-1.185709,-2.832772,-1.438132,-4.202104,-1.808078,-1.790658,-1.932987,-1.992852,-2.065089,-3.236119,-1.880702,-1.838818,-0.813322,-2.293839,-1.185956,-2.212832,-1.274998,-1.461003,-0.906956,0.560913,-1.383073,-1.149101,-1.300579,-2.836278,-0.304309,-0.790913,-1.300687,-1.332504,-0.277392,-1.786039,-1.619413,-1.563709,-2.009618,1.208882,-1.268109,-0.706339,-0.158913,-1.616386,-0.930574,-1.351853,-2.302709,-2.760872,-2.038164,-1.745466,5.387907,-1.402715,4.292807,4.642286,2.045564,-1.378812,1.686112,6.612921,3.235458,-0.646932,-2.154303,-1.226702,-1.355903,0.363475,-0.444634,1.125234,0.107653,-1.871208,-0.947112,-1.475283,-1.773953,-1.652594,-1.712472,-1.030669,-1.194451,-1.825834,-1.555277,-1.799381
ros,-3.845652,-1.46825,-0.080239,-0.776806,-1.536875,-3.095079,-1.906797,-0.492278,-1.587218,1.327337,0.366802,0.830116,-1.101634,-0.069788,1.911847,0.96983,-0.498856,-0.356032,-0.081131,0.968439,-2.022936,-0.28106,-0.520849,-1.983409,-0.481503,-0.270356,-1.81571,-2.821128,-1.581235,-3.03932,-1.401493,-1.358195,-1.210575,-2.606995,-0.084744,-1.413087,-0.130658,-1.924004,-1.206865,-2.429387,-1.962348,1.550726,-1.385842,1.374359,1.414054,0.684595,-1.112507,-6.68744,-0.030541,-0.126923,-1.932855,1.092485,-1.450847,-2.553014,-4.011132,-1.237695,-2.236433,-2.585514,-2.522607,-1.636838,-3.397834,-2.726437,-1.887579,-2.000256,-1.83207,-2.408513,-1.47807,-1.194935,-2.831505,-1.387264,-4.188521,-1.812874,-1.782233,-1.948719,-1.975043,-2.067937,-3.242537,-1.879865,-1.838929,-0.822085,-2.274738,-1.065786,-2.521011,-1.227785,-1.479095,-0.946427,0.539542,-1.369813,-1.083619,-1.298397,-2.906482,-0.275859,-0.79167,-1.175987,-1.365523,-0.347367,-1.687457,-1.690994,-1.584271,-1.980351,1.280639,-1.236912,-0.677576,-0.116767,-1.615438,-0.953647,-1.458307,-2.593993,-2.712283,-2.034672,-1.98282,5.106906,-1.549982,3.914549,3.000171,1.6091,-0.734923,1.583033,4.656796,2.906856,-0.668906,-2.24851,-1.367949,-1.319167,0.170991,-0.247151,1.165247,-0.066,-1.987641,-0.988883,-1.459002,-1.856572,-1.780384,-1.557219,-1.012858,-1.096132,-1.792624,-1.579804,-1.802422
osg,-3.832126,-1.410175,-0.103203,-0.772906,-1.555902,-3.089377,-1.885566,-0.5609,-1.589832,1.18631,0.269747,0.996032,-0.964612,0.154561,1.370554,0.728069,-0.668887,-0.352232,-0.075196,1.304614,-1.549761,-0.379039,-0.515683,-1.677909,-0.455598,-0.230936,-1.803662,-2.817419,-1.556885,-3.029199,-1.365571,-1.365244,-1.213427,-2.598658,-0.104565,-1.459615,-0.024116,-1.915736,-1.189677,-2.428625,-1.949459,1.499327,-1.367414,1.381955,1.479215,0.570194,-1.117957,-6.266895,-0.12519,-0.237862,-2.0088,1.035955,-1.634567,-2.540358,-4.010349,-1.238952,-2.207308,-2.563509,-2.534589,-1.631575,-3.391687,-2.716404,-1.857186,-1.956134,-1.803166,-2.402375,-1.499606,-1.164982,-2.804809,-1.324957,-4.170727,-1.794471,-1.776233,-1.911529,-1.971333,-2.038056,-3.224293,-1.875657,-1.845741,-0.835254,-2.259442,-1.110266,-2.410979,-1.209614,-1.444395,-0.872478,0.517324,-1.334183,-1.029849,-1.274111,-2.915061,-0.470149,-0.800303,-1.431493,-1.39803,-0.380777,-1.778424,-1.727921,-1.570455,-2.000212,1.166101,-1.297242,-0.687493,-0.160827,-1.545234,-0.992095,-1.521307,-2.474511,-2.767428,-2.028368,-1.82961,5.560741,-1.371267,4.636613,3.496525,2.042126,-0.787418,1.829451,5.396932,2.928308,-0.681155,-2.267468,-1.068593,-1.566584,0.529802,-0.384113,0.967499,0.085882,-1.81526,-0.896988,-1.493782,-1.710477,-1.735893,-1.435185,-1.011113,-1.128366,-1.807185,-1.552341,-1.78385
dwe,-3.851279,-1.459953,-0.110101,-0.838907,-1.589488,-3.108058,-1.91929,-0.662155,-1.584273,1.157721,0.26733,0.68446,-0.60325,-0.112622,1.496943,0.966913,-0.476439,-0.485543,-0.171582,0.928145,-1.857818,-0.476004,-0.633887,-1.821381,-0.764561,-0.284484,-1.826376,-2.841058,-1.602402,-3.065978,-1.369184,-1.389386,-1.22339,-2.645598,-0.076979,-1.486097,-0.012539,-1.964025,-1.23809,-2.404225,-1.974233,1.487396,-1.430123,1.401092,1.362098,0.768749,-1.150494,-6.263384,-0.083404,-0.182427,-1.848014,1.087963,-1.426537,-2.568494,-4.031018,-1.264292,-2.244566,-2.581299,-2.556022,-1.671103,-3.415517,-2.740197,-1.891623,-1.984459,-1.831591,-2.428616,-1.526183,-1.205945,-2.821077,-1.357351,-4.195198,-1.828338,-1.80824,-1.950357,-2.000088,-2.071449,-3.251263,-1.901692,-1.857224,-0.851104,-2.293352,-1.173224,-2.47335,-1.251748,-1.476399,-0.918703,0.498595,-1.383519,-1.10469,-1.316418,-2.956783,-0.460177,-0.860477,-1.322454,-1.475839,-0.419962,-1.854709,-1.764902,-1.59813,-2.070997,1.131757,-1.357458,-0.706249,-0.22595,-1.596103,-1.030857,-1.618144,-2.482301,-2.856431,-2.122997,-1.898687,4.626449,-1.60108,3.754963,2.926322,1.423769,-1.835035,1.203037,4.496193,2.449864,-0.822826,-2.455266,-1.490796,-1.705722,0.098398,-0.873174,0.929233,-0.282561,-2.277745,-1.281971,-1.629244,-1.950389,-1.848346,-1.650717,-1.055862,-1.224704,-1.883544,-1.679419,-1.85423
cgds,-3.446535,-1.205535,-0.272988,-0.823145,-1.64175,-2.736943,-1.657317,-0.623417,-1.77637,0.396285,0.009592,0.324745,-1.438395,-0.484012,0.664228,-0.106311,-1.228345,-0.790151,-0.338974,0.488097,-1.971657,-0.94736,-0.502657,-1.801976,-0.636166,-0.507755,-1.557063,-2.505553,-1.378973,-2.691962,-1.204028,-1.226713,-1.142547,-2.335949,-0.251624,-1.363109,-0.257262,-1.727001,-1.081413,-2.238552,-1.756439,1.209915,-1.209446,0.752844,0.808066,0.029122,-0.975667,-6.067388,-0.41542,-0.53402,-2.061339,0.58602,-1.797761,-2.205596,-3.535551,-1.041796,-1.902749,-2.237182,-2.224018,-1.385628,-2.965288,-2.376546,-1.54081,-1.67392,-1.571482,-2.056883,-1.260995,-0.951739,-2.428859,-1.084652,-3.678134,-1.539884,-1.515196,-1.616905,-1.717589,-1.758615,-2.836587,-1.632066,-1.621895,-0.736825,-1.954468,-1.003008,-2.015716,-1.06102,-1.186659,-0.727643,0.492826,-1.095573,-0.759752,-1.033824,-2.585792,-0.488116,-0.713557,-1.470126,-1.298768,-0.439657,-1.860697,-1.529841,-1.54572,-1.934636,0.760113,-1.329305,-1.100622,-0.42194,-1.365817,-1.392158,-1.393188,-2.17466,-2.404472,-1.787947,-1.660895,3.999227,-1.544385,3.118733,2.235667,1.488729,-0.542331,0.784219,3.556376,1.844392,-0.745866,-2.162781,-1.17196,-1.500749,0.128217,-0.562075,0.451584,-0.258693,-1.808103,-1.000599,-1.617562,-1.65686,-1.754825,-1.799841,-0.972993,-1.066146,-1.716051,-1.469404,-1.662499